Source database	Release date	Update date	Length	Isolate Lineage source	BioSample accession	Submitter Country	strain	name	region	country	date	host	authors	institution	sra_accession	passage_type	abbr_authors	division	location
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243952.1	HCoV-229E-25/6/92	Oceania	Australia	1992-06-25		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243951.1	HCoV-229E-17/6/92	Oceania	Australia	1992-06-17		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243950.1	HCoV-229E-12/5/92	Oceania	Australia	1992-05-12		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243949.1	HCoV-229E-24/6/90	Oceania	Australia	1990-06-24		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243948.1	HCoV-229E-29/7/84	Oceania	Australia	1984-07-29		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243947.1	HCoV-229E-5/9/84	Oceania	Australia	1984-09-05		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243946.1	HCoV-229E-8/11/82b	Oceania	Australia	1982-11-08		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243945.1	HCoV-229E-8/11/82a	Oceania	Australia	1982-11-08		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243944.1	HCoV-229E-21/10/82	Oceania	Australia	1982-10-21		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243943.1	HCoV-229E-6/10/82	Oceania	Australia	1982-10-06		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243942.1	HCoV-229E-16/6/82	Oceania	Australia	1982-06-16		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1167			Australia	DQ243941.1	HCoV-229E-22/9/82	Oceania	Australia	1982-09-22		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243940.1	HCoV-229E-11/6/79	Oceania	Australia	1979-06-11		Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2006-05-10T00:00:00Z	2006-05-10T00:00:00Z	1170			Australia	DQ243939.1	ATCC VR-740				Homo sapiens	Chibo,D.,Birch,C.,Birch,C.J.	Victorian Infectious Diseases Reference Laboratory, Virus Identification			Chibo et al		
GenBank	2008-12-22T00:00:00Z	2008-12-22T00:00:00Z	40				DL470169.1						Stein,D.A.,Iversen,P.L.			pharma	Stein et al		
GenBank	2008-09-26T00:00:00Z	2008-09-26T00:00:00Z	598				DL143785.1						Walter,E.,Tibbetts,C.,Thornton,J.,Stenger,D.,Seto,D.,Kuruzerokku,R.P.,Rowley,R.,Lin,B.,Hanson,E.H.,Agan,B.,Vora,G.,Thach,D.,Wang,Z.				Walter et al		
GenBank	2007-10-04T00:00:00Z	2007-10-04T00:00:00Z	107				DJ009221.1						Hoek,C.M.V.D.			pharma	Hoek et al		
GenBank	2007-10-04T00:00:00Z	2007-10-04T00:00:00Z	71				DJ009220.1						Hoek,C.M.V.D.			pharma	Hoek et al		
GenBank	2007-10-04T00:00:00Z	2007-10-04T00:00:00Z	207				DJ009219.1						Hoek,C.M.V.D.			pharma	Hoek et al		
GenBank	2007-10-04T00:00:00Z	2007-10-04T00:00:00Z	207				DJ009218.1						Hoek,C.M.V.D.			pharma	Hoek et al		
GenBank	2007-10-04T00:00:00Z	2007-10-04T00:00:00Z	134				DJ009217.1						Hoek,C.M.V.D.			pharma	Hoek et al		
GenBank	2007-10-04T00:00:00Z	2007-10-04T00:00:00Z	71				DJ009216.1						Hoek,C.M.V.D.			pharma	Hoek et al		
GenBank	2007-10-04T00:00:00Z	2007-10-04T00:00:00Z	145				DJ009215.1						Hoek,C.M.V.D.			pharma	Hoek et al		
GenBank	2007-10-04T00:00:00Z	2007-10-04T00:00:00Z	129				DJ009214.1						Hoek,C.M.V.D.			pharma	Hoek et al		
GenBank	2005-07-21T00:00:00Z	2005-07-21T00:00:00Z	107				CS123986.1						van der Hoek,C.			pharma	van der Hoek et al		
GenBank	2005-07-21T00:00:00Z	2005-07-21T00:00:00Z	71				CS123984.1						van der Hoek,C.			pharma	van der Hoek et al		
GenBank	2005-07-21T00:00:00Z	2005-07-21T00:00:00Z	207				CS123982.1						van der Hoek,C.			pharma	van der Hoek et al		
GenBank	2005-07-21T00:00:00Z	2005-07-21T00:00:00Z	207				CS123980.1						van der Hoek,C.			pharma	van der Hoek et al		
GenBank	2005-07-21T00:00:00Z	2005-07-21T00:00:00Z	134				CS123978.1						van der Hoek,C.			pharma	van der Hoek et al		
GenBank	2005-07-21T00:00:00Z	2005-07-21T00:00:00Z	71				CS123977.1						van der Hoek,C.			pharma	van der Hoek et al		
GenBank	2005-07-21T00:00:00Z	2005-07-21T00:00:00Z	145				CS123975.1						van der Hoek,C.			pharma	van der Hoek et al		
GenBank	2005-07-21T00:00:00Z	2005-07-21T00:00:00Z	129				CS123973.1						van der Hoek,C.			pharma	van der Hoek et al		
GenBank	2004-11-06T00:00:00Z	2016-07-26T00:00:00Z	100				AY775288.1	55617-03					Mitchell,S.J.,Coyle,P.V.,McCaughey,C.,O'Neill,H.J.,Mitchell,F.,De Ornellas,D.,Wyatt,D.E.,Feeney,S.A.	The Royal Hospitals Trust, Regional Virus Laboratory			Mitchell et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	174			Thailand	AY754762.1	CU71TH	Asia	Thailand			Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	305			Thailand	AY751818.1	CU82TH OC43					Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	305			Thailand	AY751817.1	CU60TH OC43	Asia	Thailand			Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	174			Thailand	AY751816.1	CU110TH					Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	174			Thailand	AY751815.1	CU60TH					Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	174			Thailand	AY751814.1	CU65TH	Asia	Thailand			Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	174			Thailand	AY751813.1	CU126TH	Asia	Thailand			Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	176			Thailand	AY751812.1	CU109TH	Asia	Thailand			Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	176			Thailand	AY751811.1	CU122TH	Asia	Thailand			Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2004-10-13T00:00:00Z	2016-07-26T00:00:00Z	176			Thailand	AY751810.1	CU129TH	Asia	Thailand			Theamboonlers,A.,Samransamruajkit,R.,Thongme,C.,Amonsin,A.,Chongsrisawat,V.,Poovorawan,Y.,Thongmee,C.,Yambangyang,O.	Chulalongkorn University, Pediatrics			Theamboonlers et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386395.1	102NSD2					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702			USA	AY386394.1	B18					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1678			USA	AY386393.1	865					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1736	oronasopharynx		USA	AY386392.1	13-18					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1678			USA	AY386391.1	879					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1678			USA	AY386390.1	862					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1700	oronasopharynx		USA	AY386389.1	1610					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386388.1	29NSD4					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386387.1	1-26					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386386.1	13-4					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386385.1	1027					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386384.1	1623					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386383.1	1048					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386382.1	18D2NS					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386381.1	40NSD2					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702	oronasopharynx		USA	AY386380.1	29NSD2					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2003-10-06T00:00:00Z	2016-07-25T00:00:00Z	1702			USA	AY386379.1	B10					Breslin,J.J.,Smith,M.K.,Wentworth,D.E.,Edwards,K.M.,Talbot,P.J.,Myint,S.H.,Kapikian,A.Z.,Holmes,K.V.	University of Colorado Health Sciences Center, Department of Microbiology			Breslin et al		
GenBank	2001-04-12T00:00:00Z	2001-04-12T00:00:00Z	3600			USA	AF344189.1	P100E					Bonavia,A.,Holmes,K.V.	University of Colorado Health Sciences Center, Microbiology			Bonavia et al		
GenBank	2001-04-12T00:00:00Z	2001-04-12T00:00:00Z	3600			USA	AF344188.1	P11B					Bonavia,A.,Holmes,K.V.	University of Colorado Health Sciences Center, Microbiology			Bonavia et al		
GenBank	2001-04-12T00:00:00Z	2001-04-12T00:00:00Z	3600			USA	AF344187.1	P11A					Bonavia,A.,Holmes,K.V.	University of Colorado Health Sciences Center, Microbiology			Bonavia et al		
GenBank	2001-04-12T00:00:00Z	2001-04-12T00:00:00Z	3600			USA	AF344186.1	RW Stock					Bonavia,A.,Holmes,K.V.	University of Colorado Health Sciences Center, Microbiology			Bonavia et al		
GenBank	2001-01-11T00:00:00Z	2001-07-11T00:00:00Z	27317			Germany	AF304460.1						Thiel,V.,Herold,J.,Schelle,B.,Siddell,S.G.	University of Wuerzburg, Virology			Thiel et al		
GenBank	2012-01-12T00:00:00Z	2022-03-10T00:00:00Z	27252			Japan	AB691767.2	Niigata/01/08	Asia	Japan	2008-XX-XX	Homo sapiens	Shirato,K.,Kawase,M.,Watanabe,O.,Hirokawa,C.,Matsuyama,S.,Nishimura,H.,Taguchi,F.	Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011			Shirato et al		
GenBank	2012-01-12T00:00:00Z	2022-03-10T00:00:00Z	27245			Japan	AB691766.2	Sendai-H/1948/04	Asia	Japan	2004-XX-XX	Homo sapiens	Shirato,K.,Kawase,M.,Watanabe,O.,Hirokawa,C.,Matsuyama,S.,Nishimura,H.,Taguchi,F.	Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011			Shirato et al		
GenBank	2012-01-12T00:00:00Z	2022-03-10T00:00:00Z	27250			Japan	AB691765.2	Sendai-H/826/04	Asia	Japan	2004-XX-XX	Homo sapiens	Shirato,K.,Kawase,M.,Watanabe,O.,Hirokawa,C.,Matsuyama,S.,Nishimura,H.,Taguchi,F.	Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011			Shirato et al		
GenBank	2012-01-12T00:00:00Z	2022-03-10T00:00:00Z	27259			Japan	AB691764.2	Sendai-H/1121/04	Asia	Japan	2004-XX-XX	Homo sapiens	Shirato,K.,Kawase,M.,Watanabe,O.,Hirokawa,C.,Matsuyama,S.,Nishimura,H.,Taguchi,F.	Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011			Shirato et al		
GenBank	2012-01-12T00:00:00Z	2012-08-23T00:00:00Z	3522			Japan	AB691763.1						Shirato,K.,Kawase,M.,Watanabe,O.,Hirokawa,C.,Matsuyama,S.,Nishimura,H.,Taguchi,F.	Department of Virology III; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011			Shirato et al		
GenBank	1997-03-01T00:00:00Z	2016-07-26T00:00:00Z	3048				Y10052.1	LRI 281					Hays,J.P.	J.P. Hays, University Of Leicester, Department Of Microbiology &Immunology, Leciester, LE1 9HN			Hays et al		
GenBank	1997-03-01T00:00:00Z	2016-07-26T00:00:00Z	3039				Y10051.1	A162					Hays,J.P.	J.P. Hays, University Of Leicester, Department Of Microbiology &Immunology, Leciester, LE1 9HN			Hays et al		
GenBank	1997-03-01T00:00:00Z	2016-07-26T00:00:00Z	3048				Y09923.1						Hays,J.P.	J.P. Hays, University Of Leicester, Department Of Microbiology A.Immunology, Leciester, LE1 9HN			Hays et al		
GenBank	1993-01-08T00:00:00Z	2001-07-13T00:00:00Z	20580				X69721.1	HCV 229E					Herold,J.,Raabe,T.,Schelle-Prinz,B.,Siddell,S.G.	J. Herold, Inst. fuer Virologie, Univesitaet Wuerzburg, Versbacher Str. 7, D-8700 Wuerzburg			Herold et al		
GenBank	1992-08-12T00:00:00Z	2001-07-13T00:00:00Z	700			Canada	X64942.1						Jouvenne,P.,Mounir,S.,Stewart,J.N.,Richardson,C.D.,Talbot,P.J.	P.J. Talbot, Institut Armand-Frappier, Centre De Recherche En Virologie, 531 Boul des Prairies, laval, Quebec H7N 4Z3			Jouvenne et al		
GenBank	1990-02-22T00:00:00Z	2001-07-13T00:00:00Z	1576				X51325.1						Myints,S.,Harmsen,D.,Raabe,T.,Siddell,S.	Siddell S., Institute of Virology, University of Wuerzburg, Versbacherstr.7 8700 Wuerzburg			Myints et al		
GenBank	1990-02-10T00:00:00Z	2001-07-13T00:00:00Z	3600				X16816.1						Raabe,T.,Schelle-Prinz,B.,Siddell,S.G.	Raabe T., Institut fuer Virologie und Immunbiologie, Versbacherstrasse 7, 8700 Wuerzburg			Raabe et al		
GenBank	1989-11-23T00:00:00Z	2016-07-26T00:00:00Z	990				X15654.1						Raabe,T.,Siddell,S.	Raabe T., Institut fuer Virologie und Immunologie, Versbacherstr 7, 8700 Wuerzburg			Raabe et al		
GenBank	1990-02-10T00:00:00Z	2016-07-26T00:00:00Z	747				X15498.1						Raabe,T.,Siddell,S.G.	Siddell S.G., Institute of Virology University of Wuerzburg, Versbacher Str 7 8700 Wuerzburg			Raabe et al		
GenBank	2023-07-26T00:00:00Z	2023-07-26T00:00:00Z	27268	oronasopharynx		Russia	OR266952.1	hCoV-229E/Russia/SPE-RII-28925S/2021	Europe	Russia	2021-03-10	Homo sapiens	Musaeva,T.D.,Fadeev,A.V.,Korzhanova,M.,Ivanova,A.A.,Pisareva,M.M.,Eder,V.A.,Danilenko,D.M.,Komissarov,A.B.,Lioznov,D.A.	Smorodintsev Research Institute of Influenza, Laboratory of Molecular Virology			Musaeva et al		
GenBank	2023-07-26T00:00:00Z	2023-07-26T00:00:00Z	27280	oronasopharynx		Russia	OR266951.1	hCoV-229E/Russia/SPE-RII-25806S/2021	Europe	Russia	2021-02-09	Homo sapiens	Musaeva,T.D.,Fadeev,A.V.,Korzhanova,M.,Ivanova,A.A.,Pisareva,M.M.,Eder,V.A.,Danilenko,D.M.,Komissarov,A.B.,Lioznov,D.A.	Smorodintsev Research Institute of Influenza, Laboratory of Molecular Virology			Musaeva et al		
GenBank	2023-07-26T00:00:00Z	2023-07-26T00:00:00Z	27273			Russia	OR266950.1	hCoV-229E/Russia/SPE-RII-1616/2019	Europe	Russia	2019-02-05	Homo sapiens	Musaeva,T.D.,Fadeev,A.V.,Korzhanova,M.,Ivanova,A.A.,Pisareva,M.M.,Eder,V.A.,Danilenko,D.M.,Komissarov,A.B.,Lioznov,D.A.	Smorodintsev Research Institute of Influenza, Laboratory of Molecular Virology			Musaeva et al		
GenBank	2023-07-26T00:00:00Z	2023-07-26T00:00:00Z	27251	oronasopharynx		Russia	OR266946.1	hCoV-229E/Russia/NVS-RII-MH71549S/2022	Europe	Russia	2022-03-28	Homo sapiens	Musaeva,T.D.,Fadeev,A.V.,Korzhanova,M.,Ivanova,A.A.,Pisareva,M.M.,Eder,V.A.,Danilenko,D.M.,Komissarov,A.B.,Lioznov,D.A.	Smorodintsev Research Institute of Influenza, Laboratory of Molecular Virology			Musaeva et al		
GenBank	2023-05-14T00:00:00Z	2023-05-14T00:00:00Z	24841			Singapore	OQ920101.1	UK/VR740/1973_C2R10_truncated	Asia	Singapore			Mah,M.G.,Linster,M.,Low,D.H.,Yan,Z.,Jayakumar,J.,Samsudin,F.,Wong,F.Y.,Bond,P.J.,Mendenhall,I.H.,Su,Y.C.,Smith,G.J.,Low,D.H.W.,Zhuang,Y.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Programme in Emerging Infectious Diseases			Mah et al		
GenBank	2023-05-14T00:00:00Z	2023-05-14T00:00:00Z	23993			Singapore	OQ920100.1	TZ/4033K/2017_C2R10_truncated	Asia	Singapore			Mah,M.G.,Linster,M.,Low,D.H.,Yan,Z.,Jayakumar,J.,Samsudin,F.,Wong,F.Y.,Bond,P.J.,Mendenhall,I.H.,Su,Y.C.,Smith,G.J.,Low,D.H.W.,Zhuang,Y.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Programme in Emerging Infectious Diseases			Mah et al		
GenBank	2023-05-14T00:00:00Z	2023-05-14T00:00:00Z	27233			Singapore	OQ920099.1	SG/2613/2011_C2R10_truncated	Asia	Singapore			Mah,M.G.,Linster,M.,Low,D.H.,Yan,Z.,Jayakumar,J.,Samsudin,F.,Wong,F.Y.,Bond,P.J.,Mendenhall,I.H.,Su,Y.C.,Smith,G.J.,Low,D.H.W.,Zhuang,Y.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Programme in Emerging Infectious Diseases			Mah et al		
GenBank	2023-05-14T00:00:00Z	2023-05-14T00:00:00Z	26906			Singapore	OQ920098.1	SG/2326/2011_C2R10_truncated	Asia	Singapore			Mah,M.G.,Linster,M.,Low,D.H.,Yan,Z.,Jayakumar,J.,Samsudin,F.,Wong,F.Y.,Bond,P.J.,Mendenhall,I.H.,Su,Y.C.,Smith,G.J.,Low,D.H.W.,Zhuang,Y.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Programme in Emerging Infectious Diseases			Mah et al		
GenBank	2023-05-14T00:00:00Z	2023-05-14T00:00:00Z	23833			Singapore	OQ920097.1	SG/1340/2010_C2R10_truncated	Asia	Singapore			Mah,M.G.,Linster,M.,Low,D.H.,Yan,Z.,Jayakumar,J.,Samsudin,F.,Wong,F.Y.,Bond,P.J.,Mendenhall,I.H.,Su,Y.C.,Smith,G.J.,Low,D.H.W.,Zhuang,Y.,Su,Y.C.F.,Smith,G.J.D.	Duke-NUS Medical School, Programme in Emerging Infectious Diseases			Mah et al		
GenBank	2022-08-24T00:00:00Z	2022-08-24T00:00:00Z	850	oronasopharynx		China	OP131708.1	HCoV-229E/CHN/Zhejiang-JY22/2019	Asia	China	2019-08-06	Homo sapiens	Chen,Y.,Liu,S.,Gao,J.,Cai,J.	Zhejiang Provincial Center for Disease Control and Prevention, Institute of Virology			Chen et al		
GenBank	2022-08-24T00:00:00Z	2022-08-24T00:00:00Z	850	oronasopharynx		China	OP131707.1	HCoV-229E/CHN/Zhejiang-JY21/2019	Asia	China	2019-08-06	Homo sapiens	Chen,Y.,Liu,S.,Gao,J.,Cai,J.	Zhejiang Provincial Center for Disease Control and Prevention, Institute of Virology			Chen et al		
GenBank	2022-08-24T00:00:00Z	2022-08-24T00:00:00Z	850	oronasopharynx		China	OP131706.1	HCoV-229E/CHN/Zhejiang-JY13/2019	Asia	China	2019-08-02	Homo sapiens	Chen,Y.,Liu,S.,Gao,J.,Cai,J.	Zhejiang Provincial Center for Disease Control and Prevention, Institute of Virology			Chen et al		
GenBank	2022-08-24T00:00:00Z	2022-08-24T00:00:00Z	850	oronasopharynx		China	OP131705.1	HCoV-229E/CHN/Zhejiang-JY07/2019	Asia	China	2019-08-02	Homo sapiens	Chen,Y.,Liu,S.,Gao,J.,Cai,J.	Zhejiang Provincial Center for Disease Control and Prevention, Institute of Virology			Chen et al		
GenBank	2022-06-22T00:00:00Z	2022-06-22T00:00:00Z	27284		SAMN29124692	USA	ON791801.1		North America	USA	2022-XX-XX	Homo sapiens	Sereewit,J.,Xie,H.,Greninger,A.	UW Virology, Laboratory Medicine	SRR19666404		Sereewit et al		
GenBank	2022-07-20T00:00:00Z	2022-07-20T00:00:00Z	27211		SAMN28886782		ON729316.1		North America	USA	2019-XX-XX	Homo sapiens	Sereewit,J.,Xie,H.,Greninger,A.	UW Virology, Laboratory Medicine	SRR19551365		Sereewit et al		
